model.dimensions.length,model.dimensions.width,model.dimensions.height,model.tank_volume,model.rotors.number,model.nozzles.number,model.swath_width.min,model.swath_width.max,experiment.weather.temperature.min,experiment.weather.temperature.max,experiment.weather.humidity.min,experiment.weather.humidity.max,experiment.weather.velocity.min,experiment.weather.velocity.max,experiment.params.height,experiment.params.flight_speed,experiment.params.spray_volume,plant.name_tea,plant.name_wheat,model.name_AGRAS T20,model.name_AGRAS T30,model.name_AGRAS T40,model.nozzles.type_LX8060SZ,model.nozzles.type_SX11001VS,model.nozzles.type_XR110015,model.water_pump.type_diaphragm pump,model.water_pump.type_magnetic drive impeller pump,model.water_pump.type_plunger pump,experiment.name_H1-S1-V1,experiment.name_H1-S1-V1-D2,experiment.name_H1-S1-V2,experiment.name_H1-S1-V2-D2,experiment.name_H1-S1-V3,experiment.name_H1-S1-V3-D2,experiment.name_H1-S2-V1,experiment.name_H1-S2-V2-D2,experiment.name_H2-S1-V1,experiment.name_H2-S1-V1-D2,experiment.name_H2-S1-V2,experiment.name_H2-S1-V2-D1,experiment.name_H2-S1-V2-D2,experiment.name_H2-S1-V2-D3,experiment.name_H2-S1-V3,experiment.name_H2-S1-V3-D2,experiment.name_H2-S2-V2-D2,experiment.name_H3-S1-V1,experiment.name_H3-S1-V1-D2,experiment.name_H3-S1-V2,experiment.name_H3-S1-V2-D2,experiment.name_H3-S1-V3,experiment.name_H3-S1-V3-D2,experiment.name_H3-S2-V2-D2,experiment.name_T1,experiment.name_T2,experiment.name_T3,experiment.name_T4,experiment.name_T5,experiment.name_T6,experiment.name_T7,experiment.name_T8,experiment.name_T9,experiment.params.atomization_diameter_coarse,experiment.params.atomization_diameter_fine,experiment.params.atomization_diameter_medium,experiment.params.atomization_diameter_off,experiment.results.droplet_size.value
0.9328336072338739,0.615255279783256,0.866025403784441,0.10976425998969036,-0.7071067811865478,1.5513635445745924,-0.9138675629117188,0.39335919691868326,0.8435453211098412,0.855380886809144,0.777060746946788,0.8553236253664486,-0.8097966361768278,-0.7048541591035241,-1.0137932888620733,2.9249644005619677,-0.5682135974437843,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.291412734977837
0.9328336072338739,0.615255279783256,0.866025403784441,0.10976425998969036,-0.7071067811865478,1.5513635445745924,-0.9138675629117188,0.39335919691868326,0.6689283183136943,0.9135273654777429,0.7312214878751138,0.7247335172486721,-0.8117216314821439,-0.7515135118192314,-1.0502456540461742,3.0952749833105493,-0.5147986517130024,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.3495532485747894
0.9328336072338739,0.615255279783256,0.866025403784441,0.10976425998969036,-0.7071067811865478,1.5513635445745924,-0.9138675629117188,0.39335919691868326,0.8116356150151143,0.7936816701363537,0.5807949537950784,0.8267784744607044,-0.8117216314821439,-0.7409091134747525,-1.031526871924609,3.2392391775676375,-0.5957613564452462,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.3003222232855307
0.9328336072338739,0.615255279783256,0.866025403784441,0.10976425998969036,-0.7071067811865478,1.5513635445745924,-0.9138675629117188,0.39335919691868326,0.8683639814057399,0.8325249389821794,0.6755030781414403,0.8356955363887464,-0.8174966173980923,-0.7812058271837725,-1.140883967476912,3.2938138394428744,-0.6149062540859983,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2021805481427352
0.9328336072338739,0.615255279783256,0.866025403784441,0.10976425998969036,-0.7071067811865478,1.5513635445745924,-0.9138675629117188,0.39335919691868326,0.7108098075630239,0.8367882245872091,0.8306716045392343,0.7417234222239943,-0.814288291889232,-0.5563925822808193,-1.1310319768866144,3.3220421128266167,-0.5442767977838165,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2726478880284142
0.9328336072338739,0.615255279783256,0.866025403784441,0.10976425998969036,-0.7071067811865478,1.5513635445745924,-0.9138675629117188,0.39335919691868326,0.8435453211098412,0.855380886809144,0.777060746946788,0.8553236253664486,-0.8097966361768278,-0.7048541591035241,-1.0137932888620733,-0.8388053839370748,-0.5682135974437843,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8764502658523843
0.9328336072338739,0.615255279783256,0.866025403784441,0.10976425998969036,-0.7071067811865478,1.5513635445745924,-0.9138675629117188,0.39335919691868326,0.7715268872154915,0.7399169016729241,1.0156093049318522,0.9168460763019344,-0.8072299757697396,-0.7239420761235862,-1.0453196587510256,-0.9705373263945415,-0.5795006841904673,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7787815258766064
0.9328336072338739,0.615255279783256,0.866025403784441,0.10976425998969036,-0.7071067811865478,1.5513635445745924,-0.9138675629117188,0.39335919691868326,0.8665912199560329,0.7794707181195885,0.7773241909644416,0.9556273811369105,-0.8059466455661957,-0.6422882088710986,-0.9615777387334963,-0.7381245422017253,-0.5651249781328207,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8978696521263598
0.9328336072338739,0.615255279783256,0.866025403784441,0.10976425998969036,-0.7071067811865478,1.5513635445745924,-0.9138675629117188,0.39335919691868326,0.7622198896045289,1.0230701206069768,0.9166860763030379,0.862446722172873,-0.81364662678746,-0.7207607566202426,-0.9950745067405078,-0.9244311465344283,-0.513572288163061,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8885024846247778
0.9328336072338739,0.615255279783256,0.866025403784441,0.10976425998969036,-0.7071067811865478,1.5513635445745924,-0.9138675629117188,0.39335919691868326,0.7292022076037353,0.7999581739437586,0.9768830343368172,1.0123483371880662,-0.7995299945484753,-0.7833267068526683,-0.9881781133272999,-1.0100569091317813,-0.6009166254422221,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8350760667248756
